Model Name,Girder Type,Nb,L,S,w_oh,ts_U,ts_O,fc_deck,fc_girder,rail_left,rail_right,b_rail_left,b_rail_right,o_rail_left,o_rail_right,q_rail_left,q_rail_right,G1 - max_axial,G1 - max_shear,G1 - max_lat_shear,G1 - max_torsion,G1 - max_bm,G1 - max_lat_bm,G2 - max_axial,G2 - max_shear,G2 - max_lat_shear,G2 - max_torsion,G2 - max_bm,G2 - max_lat_bm,G3 - max_axial,G3 - max_shear,G3 - max_lat_shear,G3 - max_torsion,G3 - max_bm,G3 - max_lat_bm,G4 - max_axial,G4 - max_shear,G4 - max_lat_shear,G4 - max_torsion,G4 - max_bm,G4 - max_lat_bm,G1-A1-X,G2-A1-X,G3-A1-X,G4-A1-X,G1-A2-X,G2-A2-X,G3-A2-X,G4-A2-X,G1-A1-Y,G2-A1-Y,G3-A1-Y,G4-A1-Y,G1-A2-Y,G2-A2-Y,G3-A2-Y,G4-A2-Y,G1-A1-Z,G2-A1-Z,G3-A1-Z,G4-A1-Z,G1-A2-Z,G2-A2-Z,G3-A2-Z,G4-A2-Z
Tx28-L_45-Nb_4-S_100-O_20-ts_100,Tx28,4,540,120,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13551.78809,17272.87305,9212.03418,458845.7188,2089828.25,884923.75,-134.4251099,2799.357666,1652.790527,174728.2813,727274.625,-2891.09375,-10.97962379,69.77786255,6166.064453,18593.66992,51928.36719,-20.22460938,8715.993164,216.995697,2714.542236,9397.519531,305.1054688,6502.96875,0,0,0,0,0,0,0,0,22354.0918,832.1162109,-311.180603,-375.0103149,22354.0918,832.1162109,-311.180603,-375.0103149,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_100-O_25-ts_85,Tx28,4,540,120,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,16132.54883,18370.59766,8894.970703,466342.5938,2255223.25,687676.25,-163.9907684,2031.959595,1167.364136,156596.5938,607062.125,-3200.40625,-6.419930935,213.5845642,6335.508301,17074.5,7204.351563,268.3105469,9313.604492,114.0448227,3061.925781,18132.33789,-133.9931641,6669.4375,0,0,0,0,0,0,0,0,23290.59375,-237.2397156,-347.5402527,-205.7963715,23290.59375,-237.2397156,-347.5402527,-205.7963715,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_100-O_25-ts_100,Tx28,4,540,120,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14204.18555,17995.69141,8315.321289,458438.3125,2172026.75,689532.0625,-141.9537201,2453.780029,1069.525757,179460.8594,670463.875,-3020.53125,-10.70730114,138.9596863,5781.856934,15955.60547,32281.75,59.0625,8457.788086,227.3343658,2781.422119,10786.22266,211.2011719,5084.25,0,0,0,0,0,0,0,0,23358.2793,-180.8676147,-306.8132629,-370.5808716,23358.2793,-180.8675842,-306.8132629,-370.5808716,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_100-O_30-ts_85,Tx28,4,540,120,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,17132.76367,19110,7943.757324,468347.5625,2340926.5,460670.6875,-170.93013,1697.078613,1522.345337,159897.9375,541796.1875,-3373.800781,-1.781914592,303.3293152,5993.269043,20308.77344,824.0023193,354.7148438,9027.115234,118.7640228,3119.466553,18965.39844,-176.1784058,5482.5,0,0,0,0,0,0,0,0,24264.10938,-1240.619141,-322.3684998,-201.1015015,24264.10938,-1240.619263,-322.3684998,-201.1014862,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_100-O_30-ts_100,Tx28,4,540,120,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15006.33984,18721.56836,7357.094238,454476.125,2252614.75,472060.5938,-150.0764923,2143.546387,1295.733887,184726.9688,614865.75,-3166.179688,-10.2481041,250.770813,5396.373047,13391.11133,12650.27148,132.8671875,8180.141602,237.2133484,2841.648438,12203.375,121.7666016,4331.0625,0,0,0,0,0,0,0,0,24360.46094,-1190.850708,-303.7358398,-365.8591919,24360.46289,-1190.850952,-303.7358398,-365.8591614,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_100-O_35-ts_85,Tx28,4,540,120,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,18276.94141,19837.15039,6944.657715,466662.6875,2425161,210907.9375,-178.0836639,1394.810669,1962.300415,163722.6094,477883.125,-3550.320313,9.968984604,393.0032349,5650.649414,23681.59375,588.9228516,436.75,8724.775391,122.6078033,3166.751709,19740.02539,-215.0664063,4884,0,0,0,0,0,0,0,0,25235.60156,-2241.779297,-297.661438,-196.1436462,25235.60156,-2241.779297,-297.661438,-196.1436462,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_100-O_35-ts_100,Tx28,4,540,120,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15948.19531,19435.72656,6362.55957,447821.125,2331626.25,234914.1094,-158.3171844,1898.756958,1702.071167,190483.7969,560622.25,-3312.953125,-9.605917931,362.1982422,5015.385254,10895.36133,1269.980957,202.9443359,7891.616211,246.1938019,2894.222412,13621.17188,36.69921875,3596.53125,0,0,0,0,0,0,0,0,25360.60547,-2198.392334,-301.1985474,-360.9943848,25360.60156,-2198.392334,-301.1985474,-360.9943848,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_110-O_15-ts_85,Tx28,4,540,132,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13984.6875,17263.09375,11933.12012,488331.8125,2163470,1279743.75,-135.8040161,2590.052979,2873.436035,133802.7188,682050.125,-3494.25,72.7518158,215.5523529,7498.912598,21201.02344,7975.931641,-195.7236328,9126.90332,76.37419891,2873.356201,19260.35156,-158.0009766,12508.25,0,0,0,0,0,0,0,0,21504.07617,1603.384521,-470.2885742,-137.1548157,21504.07617,1603.384521,-470.2885742,-137.1548157,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_110-O_15-ts_100,Tx28,4,540,132,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12608.80176,16933.76563,11396.06934,494431.6875,2090540.75,1267486.25,-114.7542191,2911.561035,2928.613525,155019.8594,731952.5,-3380.5,52.93399811,110.2395554,7066.786133,16293.8252,34990.98438,-274.1611328,8456.859375,164.642334,2626.677246,12632.90234,62.25,10910.65625,0,0,0,0,0,0,0,0,21507.3457,1693.398926,-435.9117737,-264.8152771,21507.3457,1693.398926,-435.9118347,-264.8152771,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_110-O_20-ts_85,Tx28,4,540,132,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14631.38867,17957.52148,11117.29102,499435,2248322.25,1097920.125,-139.292511,2109.231934,2326.86792,134907.4063,611994.25,-3603.179688,85.25659943,228.817688,7178.586426,24127.63281,1243.915161,-67.1875,8860.245117,77.9752121,2917.96167,19510.36328,-181.7832031,10631.28125,0,0,0,0,0,0,0,0,22402.38672,650.7663574,-419.3643494,-133.7703857,22402.38672,650.7664795,-419.3643494,-133.7703857,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_110-O_20-ts_100,Tx28,4,540,132,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13087.74023,17619.80078,10548.78711,499436.875,2170735.25,1088918.25,-118.8880539,2477.964355,2377.263428,158354.6875,671134.8125,-3477.1875,48.70569992,146.7646484,6693.300781,13777.95117,19328.69922,-167,8203.542969,168.1266632,2677.905762,13360.39844,10.32189941,9197.6875,0,0,0,0,0,0,0,0,22441.32227,720.3665161,-402.0626221,-259.6082458,22441.32227,720.3664551,-402.062561,-259.6082458,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_110-O_25-ts_85,Tx28,4,540,132,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15448.85254,18651.84961,10203.72656,505907.8438,2333026,889020.5,-144.1430664,1682.87561,1745.320801,136400.9063,541981.25,-3753.226563,99.19651794,247.4949036,6854.316406,26944.66406,994.3710938,55.17382813,8574.854492,78.75959015,2956.229736,19776.23438,-203.9171143,9181.28125,0,0,0,0,0,0,0,0,23299.83984,-297.6763306,-372.6797485,-129.4652557,23299.83984,-297.6763306,-372.6797485,-129.4652557,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_110-O_25-ts_100,Tx28,4,540,132,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13742.10645,18307.89648,9621.700195,499632.9375,2251140.5,886619.0625,-124.3641357,2103.177734,1797.894653,161963.5625,610188.5,-3613.625,46.49266052,202.591629,6324.283203,12853.74219,3169.394531,-66,7939.610352,170.9208679,2724.982422,14193.82031,-40.07275391,7597.625,0,0,0,0,0,0,0,0,23371.84766,-242.7229462,-375.9686279,-253.138092,23371.84766,-242.7229462,-375.9686279,-253.1380768,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_110-O_30-ts_85,Tx28,4,540,132,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,16412.83789,19350.10352,9220.821289,509029.3125,2416267.5,655435.625,-149.5227814,1340.276001,1144.848267,138426.875,473194.9375,-3918.673828,116.2844772,303.6004639,6527.623047,29629.23438,744.5276489,171.2460938,8273,79.02156067,2984.660645,19982.09766,-223.3095703,7865,0,0,0,0,0,0,0,0,24195.8418,-1244.300293,-326.6339111,-124.8913116,24195.8418,-1244.300293,-326.6339111,-124.8913116,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_110-O_30-ts_100,Tx28,4,540,132,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14541.53027,18999.14063,8639.09668,496435.9375,2330077.5,662691.625,-130.2720642,1785.234985,1206.1427,166054.2656,550429.75,-3762.6875,46.56046677,287.7090454,5958.668457,16189.32031,1230.535767,29.390625,7664.092773,173.2681732,2764.143311,15005.95313,-86.89404297,6106.5625,0,0,0,0,0,0,0,0,24300.61523,-1203.117676,-351.0429993,-246.4348755,24300.61523,-1203.117676,-351.0429993,-246.4348755,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_110-O_35-ts_85,Tx28,4,540,132,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,17517.59961,20036.5957,8196.37793,508610.3438,2498149,399716.4375,-155.0422668,1024.3396,1351.40979,140928.3125,405744.125,-4085.480469,152.605423,363.0365601,6204.855469,32251.875,494.515625,282.125,7963.219727,78.63158417,3002.617432,20124.28711,-240.4492188,6711.65625,0,0,0,0,0,0,0,0,25089.9668,-2188.707031,-281.1438599,-120.0979462,25089.9668,-2188.707275,-281.1438599,-120.0979462,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_110-O_35-ts_100,Tx28,4,540,132,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15476.68457,19679.16016,7626.01709,489697.25,2407577.25,419566.7188,-136.2317657,1508.01355,1161.445923,170586.9688,491998.5625,-3911.263672,48.98500443,373.6072083,5601.529297,19441.03125,980.3339844,120.5,7384.208008,174.9612122,2794.828369,15788.40625,-130.4257813,4764.25,0,0,0,0,0,0,0,0,25227.46875,-2161.094971,-326.7355652,-239.6217041,25227.46875,-2161.095215,-326.7355652,-239.6217041,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_120-O_15-ts_85,Tx28,4,540,144,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12975.11426,17560.875,13156.48438,526876,2237418.5,1496174.375,-119.8061447,2306.307617,3705.307617,116694.0938,624075,-3905.394531,325.4311829,275.2670898,7769.734375,28698.99219,1071.757813,-124.25,8202.322266,54.55548096,2714.434814,19894.41016,-207.1824341,15621.75,0,0,0,0,0,0,0,0,21649.11719,1428.076538,-492.6291199,-84.54616547,21649.11719,1428.076538,-492.6291199,-84.54616547,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_120-O_15-ts_100,Tx28,4,540,144,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11763.5166,17249.33398,12616.10352,535377.375,2164830.75,1479222.5,-100.3727951,2629.776123,3739.964355,139938.7031,678728.875,-3785.300781,210.074646,205.7445679,7356.248535,14737.64844,7042.591309,-320.2783203,7702.713379,126.8634109,2508.131836,14755.98047,-63.65313721,14263.25,0,0,0,0,0,0,0,0,21650.16992,1526.10437,-494.4362793,-181.8191071,21650.16992,1526.104248,-494.4362793,-181.8191071,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_120-O_20-ts_85,Tx28,4,540,144,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13593.11816,18215.79883,12292.1709,538735.9375,2319254.25,1306467,-121.081749,1821.254517,3137.119873,116802.125,551941.125,-4015.789063,387.0948792,266.315094,7446.716309,30971.10938,841.09375,4.6875,7911.898438,54.48386383,2730.551514,19687.07227,-214.453125,12989.5625,0,0,0,0,0,0,0,0,22478.74219,529.723877,-425.7574463,-82.6914978,22478.74219,529.723877,-425.7574463,-82.6914978,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_120-O_20-ts_100,Tx28,4,540,144,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12246.19629,17901.41797,11728.99902,540834.125,2242811,1293155.5,-103.6607208,2185.645508,3140.142578,142331.375,614983.625,-3883.375,211.7424469,220.0168915,6993.066406,17811.32031,1475.474731,-203,7437.291504,126.8120651,2536.938232,15041.04688,-92.50201416,11487.75,0,0,0,0,0,0,0,0,22518.01953,602.2576904,-443.3375854,-176.9202118,22518.01953,602.2576904,-443.3375854,-176.9202118,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_120-O_25-ts_85,Tx28,4,540,144,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14375.70801,18870.625,11337.2041,546199.5625,2400932,1090388.5,-123.4268341,1387.046997,2559.666504,117246.6094,479865.4688,-4159.929688,451.7258911,259.7541504,7130.692383,33175.74219,609.4726563,128.4287109,7610.331055,53.69497299,2739.517822,19471.50391,-220.7392578,10663,0,0,0,0,0,0,0,0,23308.25781,-366.0685425,-362.0710449,-80.09851837,23308.25781,-366.0686646,-362.0710449,-80.09851837,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_120-O_25-ts_100,Tx28,4,540,144,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12896.77734,18555.67578,10768.88965,541713.125,2321020.75,1083990.5,-108.0080109,1791.753296,2563.866455,144929.6563,551077.75,-4014.439453,217.2767792,240.7677155,6638.532227,20855.23438,1217.900391,-90.9375,7167.320313,126.0311127,2560.378662,15373.92969,-120.4804688,9422.625,0,0,0,0,0,0,0,0,23383.77539,-314.5039063,-398.2739868,-170.9812012,23383.77539,-314.5037842,-398.2739868,-170.9812164,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_120-O_30-ts_85,Tx28,4,540,144,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15301.72949,19529.36719,10320.0625,550494,2481240.5,850395,-126.1670609,1040.2854,1966.985962,118180.3047,409003.7813,-4315.851563,519.24823,285.1976318,6816.647949,35296.55469,377.0353394,246.5332031,7300.232422,52.47047424,2738.984619,19203.69922,-225.2666016,9418.75,0,0,0,0,0,0,0,0,24136.41797,-1260.088989,-299.0224609,-77.28898621,24136.41797,-1260.088989,-299.022522,-77.28898621,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_120-O_30-ts_100,Tx28,4,540,144,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13688.38574,19213.13086,9759.912109,539358.9375,2397881.5,853842.125,-112.6630249,1470.192139,1978.86438,147963.6563,488333.5313,-4154.71875,226.7241058,298.1514282,6291.381836,23829.89063,960.2514038,15.59765625,6892.432617,124.8436279,2575.68335,15673.23047,-145.9472656,8204.34375,0,0,0,0,0,0,0,0,24247.96484,-1228.813477,-354.2788391,-164.855957,24247.9668,-1228.813477,-354.2788391,-164.855957,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_120-O_35-ts_85,Tx28,4,540,144,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,16365.37695,20176.75195,9268.34375,551395.5625,2560284,589117.375,-128.9933929,738.3759155,1370.537598,119546.1875,339451.5625,-4471.40625,590.6688232,317.5190125,6510.14502,37369.125,143.953125,359.875,6988.563477,50.77602386,2728.77002,18882.20898,-228.4121094,8453.09375,0,0,0,0,0,0,0,0,24962.81836,-2151.924561,-236.5739441,-74.30257416,24962.81836,-2151.924805,-236.5739441,-74.30258179,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_120-O_35-ts_100,Tx28,4,540,144,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14611.98926,19859.77734,8726.802734,533587.75,2473424.75,605183.3125,-117.3214874,1170.092041,1395.561401,151396.2188,426884.4063,-4292.896484,240.3660278,357.8275757,5955.984863,26760.625,702.6268311,117.6875,6618.509277,123.1819153,2582.672363,15933.59766,-169.1749878,7169,0,0,0,0,0,0,0,0,25110.36719,-2140.754395,-310.9500732,-158.6452484,25110.36719,-2140.754395,-310.9501038,-158.6452484,0,0,0,0,0,0,0,0
Tx28-L_55-Nb_4-S_60-O_15-ts_85,Tx28,4,660,72,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13075.87305,15705.35352,4601.584961,420841.0938,2168212.75,391997.625,-253.6896667,5953.53418,1027.824829,329580.3125,1391612.875,5615.921875,-55.55394745,2352.447266,3199.387451,175305.2813,581508.125,5493.353516,8321.776367,642.8256226,2164.301758,100440.5625,89689.8125,2429.381836,0,0,0,0,0,0,0,0,24038.79883,3054.316895,2202.056641,-1795.151123,24038.79883,3054.316895,2202.056641,-1795.151123,0,0,0,0,0,0,0,0
Tx28-L_55-Nb_4-S_60-O_15-ts_100,Tx28,4,660,72,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11373.31348,15273.08594,4345.456543,413879.75,2084191.75,403387.6875,-216.5439606,6094.21582,855.4207153,336169.5625,1393955.875,5309.640625,-44.37804413,2616.229004,2907.223145,197605.4063,629993.4375,5269.6875,7095.946777,597.8165894,1978.185425,120391.0938,126423.1016,2365.15625,0,0,0,0,0,0,0,0,24106.40039,3142.547119,2576.755859,-2325.680908,24106.40039,3142.547119,2576.755859,-2325.680908,0,0,0,0,0,0,0,0
Tx28-L_55-Nb_4-S_60-O_20-ts_85,Tx28,4,660,72,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12895.30469,16612.18164,3656.429688,436571.625,2282175.25,204591.7813,-267.2017517,5779.033691,1214.612671,342074.6875,1357888,5735.728516,-50.04785538,2153.445557,2698.130615,172665.0625,540926.3125,5344.4375,7374.983887,474.2181702,2051.193848,101085.0391,62119.32031,2268.826172,0,0,0,0,0,0,0,0,25687.89063,1620.154297,2149.861816,-1957.883301,25687.89063,1620.154297,2149.861816,-1957.883301,0,0,0,0,0,0,0,0
Tx28-L_55-Nb_4-S_60-O_20-ts_100,Tx28,4,660,72,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,10853.11914,16122.7002,3356.202881,427347.9688,2189367,218764.625,-226.7924194,5978.902344,973.4724731,349065.1875,1366008.75,5450.402344,-39.64447784,2422.351563,2359.654053,196618.1563,592435.25,5153.009766,5939.543457,425.8846436,1813.487427,123955.5938,98319.36719,2243.25,0,0,0,0,0,0,0,0,25760.81641,1718.585083,2547.606445,-2526.985596,25760.81641,1718.585083,2547.606445,-2526.985596,0,0,0,0,0,0,0,0
Tx28-L_55-Nb_4-S_60-O_25-ts_85,Tx28,4,660,72,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13040.71582,17517.30469,2588.078369,445617.2813,2395152.5,4254.023438,-285.3753662,5600.506836,1524.624023,355731.1563,1325511.75,5753.9375,-45.35303879,1943.467773,2225.917236,170699.25,500764.8438,5176,6349.537598,294.0166321,1980.800659,99790.05469,31771.65625,1994.233887,0,0,0,0,0,0,0,0,27310.88477,244.8212891,2058.365723,-2114.049072,27310.88477,244.8210449,2058.365723,-2114.049072,0,0,0,0,0,0,0,0
Tx28-L_55-Nb_4-S_60-O_25-ts_100,Tx28,4,660,72,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,10663.6709,16974.56055,2292.242432,433650.7188,2293746.75,7477.703125,-241.2117157,5857.484863,1228.194336,363262.8125,1339912.5,5504.581055,-35.78286743,2215.121826,1863.004272,196474.7969,555106.5,5026.794922,4724.894531,282.3129883,1678.839233,124997.9531,66331.125,1995.417969,0,0,0,0,0,0,0,0,27377.04492,379.7835083,2461.303223,-2718.109863,27377.04492,379.7838135,2461.303223,-2718.109863,0,0,0,0,0,0,0,0
Tx28-L_55-Nb_4-S_60-O_30-ts_85,Tx28,4,660,72,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13455.93945,18430.45117,1479.370728,451379.9063,2504504,457.625,-305.8532715,5553.061523,2023.520142,370308.5313,1294669.625,5727,-40.78830338,1735.307617,1798.088257,169177.5313,461728.75,4999,5246.961914,376.4470215,1932.337402,97635.28125,3744.803223,1632.3125,0,0,0,0,0,0,0,0,28931.25,-1127.431885,1965.807617,-2269.60376,28931.25,-1127.431885,1965.807739,-2269.60376,0,0,0,0,0,0,0,0
Tx28-L_55-Nb_4-S_60-O_30-ts_100,Tx28,4,660,72,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,10746.46875,17832.86719,1172.775391,436794.8438,2394309.5,528.2949219,-257.6122742,5738.299805,1635.361816,378381.4375,1315501.125,5522.4375,-32.00982285,2009.431396,1398.977295,196765.375,518901.7188,4897.607422,3456.800049,494.5174255,1579.257813,124952.4063,33424.16406,1651.02832,0,0,0,0,0,0,0,0,28988.24219,-950.4024048,2369.93335,-2907.752197,28988.24219,-950.4024048,2369.93335,-2907.751709,0,0,0,0,0,0,0,0
Tx28-L_55-Nb_4-S_60-O_35-ts_85,Tx28,4,660,72,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14120.36719,19325.12109,416.519104,453843.1563,2610393.5,-2088.115967,-327.1213074,5540.272949,2664.672363,385761.2813,1265397.75,5684.6875,-36.38674545,1529.590698,1352.140991,168075.7813,423732.2813,4822.21875,4079.246094,567.8162231,1902.425049,94584.85938,3593.703125,1221.444336,0,0,0,0,0,0,0,0,30549.13281,-2498.444824,1873.905029,-2424.570313,30549.13281,-2498.444824,1873.905029,-2424.570313,0,0,0,0,0,0,0,0
Tx28-L_55-Nb_4-S_60-O_35-ts_100,Tx28,4,660,72,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11075.79785,18673.77344,598.5059814,436933.5625,2491152.5,-1751.078125,-274.6566162,5765.201172,2206.140625,394340.9375,1292744.625,5529.365234,-28.35502243,1806.540771,922.3691406,197440.6406,483787.75,4772.875,2146.419434,702.2697144,1499.931763,123838.5,5977.807617,1254.743896,0,0,0,0,0,0,0,0,30596.80273,-2278.423584,2278.158447,-3096.515381,30596.80273,-2278.423584,2278.158447,-3096.515381,0,0,0,0,0,0,0,0
Tx28-L_55-Nb_4-S_70-O_15-ts_85,Tx28,4,660,84,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,16143.42773,16967.93945,6727.345215,465296.8125,2369250,638611.9375,-245.9756927,5591.547363,1282.15918,318591.9375,1398619.75,3204.34375,-58.24660873,1713.657227,4687.963379,136475.6875,465237.1563,3757.75,11218.54199,314.7238159,2745.654053,68744.21094,2775.15625,2066.84375,0,0,0,0,0,0,0,0,24341.35938,3188.382813,1352.844971,-1382.567261,24341.35938,3188.382813,1352.844971,-1382.567261,0,0,0,0,0,0,0,0
Tx28-L_55-Nb_4-S_70-O_15-ts_100,Tx28,4,660,84,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14016.96875,16501.39258,6335.933105,459764.375,2273775.5,643362.125,-210.5532684,5805.340332,1044.133179,329872.4375,1409895,2890.3125,-45.58694839,2037.781616,4270.402344,163051.5,521781.875,3478.123047,9600.6875,260.3440857,2457.253418,90231.40625,15920.10938,2022.28125,0,0,0,0,0,0,0,0,24411.91211,3211.587158,1750.679565,-1874.158203,24411.91211,3211.58667,1750.679565,-1874.158203,0,0,0,0,0,0,0,0
Tx28-L_55-Nb_4-S_70-O_20-ts_85,Tx28,4,660,84,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,16257.33105,17864.08789,5771.583496,479490.25,2484219.5,438971.6875,-254.9510193,5313.519531,1499.395264,329006.9375,1355846.875,3227.992188,-55.57043457,1536.145142,4203.286621,131786.7656,426165.75,3650.375,10606.95605,219.8109894,2729.989746,67036.67188,2587.072754,1912.40625,0,0,0,0,0,0,0,0,25815.93555,1871.781738,1290.163574,-1477.859497,25815.93555,1871.781738,1290.163574,-1477.859497,0,0,0,0,0,0,0,0
Tx28-L_55-Nb_4-S_70-O_20-ts_100,Tx28,4,660,84,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13762.0752,17348.22461,5328.986816,471371.0625,2379512.25,446682.25,-218.878479,5592.841797,1214.635254,341280.8125,1375377.125,2936.224609,-43.73061752,1865.779663,3726.626221,159719.6719,485092.2813,3396.539063,8784.491211,339.5932007,2389.35498,90707.11719,4396.69043,1876.96875,0,0,0,0,0,0,0,0,25904.04883,1886.515381,1708.93689,-1999.478271,25904.04883,1886.515381,1708.936768,-1999.478271,0,0,0,0,0,0,0,0
Tx28-L_55-Nb_4-S_70-O_25-ts_85,Tx28,4,660,84,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,16667.88672,18757.50195,4672.992188,487118.875,2598608.25,203727.2188,-267.9459839,5102.165527,1800.697754,340479.5938,1313884.625,3159.662109,-53.22694016,1348.331177,3682.55127,127630.1484,387115.875,3526.125,9921.435547,353.2717285,2734.598633,63854.3125,2407.140625,1683.121094,0,0,0,0,0,0,0,0,27271.9707,597.9301147,1198.989746,-1568.869507,27271.9707,597.9301147,1198.989624,-1568.869507,0,0,0,0,0,0,0,0
